edible-poisonous,cap-shape,cap-surface,cap-color,bruises,odor,colony
edible,convex,smooth,yellow,bruises,anise,1
edible,bell,scaly,white,bruises,almond,8
edible,bell,smooth,white,bruises,anise,44
edible,convex,scaly,yellow,bruises,almond,6
edible,flat,fibrous,white,bruises,anise,2
edible,convex,smooth,yellow,bruises,almond,9
edible,bell,smooth,yellow,bruises,anise,40
edible,flat,scaly,yellow,bruises,almond,1
poisonous,convex,scaly,brown,bruises,pungent,6
poisonous,convex,scaly,white,bruises,pungent,1
edible,convex,smooth,yellow,bruises,anise,7
edible,flat,fibrous,white,no,none,6
edible,bell,smooth,yellow,bruises,almond,35
edible,convex,scaly,yellow,bruises,anise,1
edible,flat,fibrous,grey,no,none,1
edible,bell,smooth,white,bruises,almond,9
edible,convex,smooth,white,bruises,anise,9
poisonous,convex,scaly,brown,bruises,pungent,8
poisonous,convex,smooth,brown,bruises,pungent,9
edible,bell,smooth,white,bruises,anise,6
edible,bell,smooth,yellow,bruises,almond,53
edible,flat,scaly,brown,bruises,almond,6
edible,convex,scaly,yellow,bruises,anise,1
edible,flat,scaly,yellow,bruises,anise,1
edible,convex,scaly,white,bruises,almond,51
edible,convex,smooth,yellow,bruises,almond,8
edible,flat,fibrous,brown,no,none,1
edible,flat,fibrous,brown,no,none,818
edible,convex,fibrous,yellow,bruises,anise,2
edible,flat,scaly,yellow,bruises,anise,8
edible,flat,fibrous,brown,no,none,1
edible,flat,fibrous,grey,no,none,2
edible,convex,scaly,brown,bruises,anise,1
edible,convex,scaly,yellow,bruises,anise,1
edible,bell,smooth,white,bruises,almond,8
edible,convex,smooth,white,bruises,anise,1
edible,convex,scaly,white,bruises,almond,47
edible,bell,smooth,yellow,bruises,almond,40
edible,convex,fibrous,brown,bruises,none,2
edible,convex,scaly,white,bruises,almond,33
edible,flat,fibrous,grey,no,none,1
edible,bell,scaly,white,bruises,almond,7
edible,convex,scaly,yellow,bruises,anise,32
edible,convex,smooth,white,bruises,almond,7
edible,bell,smooth,yellow,bruises,almond,8
edible,bell,scaly,white,bruises,anise,8
edible,convex,scaly,brown,bruises,almond,6
edible,flat,smooth,grey,no,none,802
poisonous,convex,scaly,brown,bruises,pungent,7
edible,bell,scaly,white,bruises,almond,8
poisonous,convex,scaly,brown,bruises,pungent,1
poisonous,convex,smooth,brown,bruises,pungent,2
edible,flat,smooth,brown,no,none,545
edible,flat,fibrous,grey,no,none,816
edible,convex,scaly,yellow,bruises,anise,7
edible,bell,scaly,white,bruises,anise,55
edible,flat,scaly,yellow,bruises,anise,9
edible,flat,scaly,yellow,bruises,anise,1
edible,bell,scaly,yellow,bruises,anise,31
edible,sunken,fibrous,brown,no,none,1
edible,convex,smooth,white,bruises,almond,42
edible,bell,scaly,yellow,bruises,almond,59
edible,flat,scaly,yellow,bruises,almond,9
edible,flat,smooth,brown,no,none,790
edible,convex,smooth,white,bruises,anise,7
edible,bell,scaly,yellow,bruises,anise,59
edible,bell,scaly,yellow,bruises,anise,7
edible,bell,scaly,yellow,bruises,almond,6
edible,bell,smooth,white,bruises,anise,6
edible,convex,scaly,yellow,bruises,almond,6
edible,convex,scaly,brown,bruises,almond,6
edible,sunken,fibrous,brown,no,none,2
edible,flat,scaly,brown,bruises,almond,8
edible,convex,smooth,white,bruises,almond,41
edible,flat,smooth,yellow,bruises,anise,1
edible,convex,smooth,brown,no,none,708
edible,flat,scaly,yellow,bruises,almond,8
poisonous,convex,scaly,brown,bruises,pungent,1
edible,convex,smooth,white,bruises,anise,56
edible,convex,fibrous,white,no,none,6
edible,bell,smooth,white,bruises,almond,6
edible,convex,scaly,white,bruises,anise,7
edible,flat,scaly,yellow,bruises,anise,1
edible,convex,fibrous,brown,no,none,9
poisonous,convex,smooth,white,bruises,pungent,7
poisonous,convex,scaly,white,bruises,pungent,6
edible,convex,scaly,white,bruises,anise,31
edible,bell,scaly,white,bruises,almond,6
edible,convex,fibrous,white,bruises,almond,2
poisonous,convex,scaly,white,bruises,pungent,7
edible,convex,smooth,white,bruises,anise,8
edible,convex,fibrous,grey,no,none,1
edible,convex,fibrous,brown,no,none,1
edible,bell,smooth,white,bruises,almond,6
edible,convex,scaly,brown,bruises,almond,7
edible,bell,scaly,white,bruises,almond,46
edible,flat,scaly,yellow,bruises,anise,7
edible,convex,scaly,white,bruises,anise,35
edible,bell,scaly,white,bruises,anise,6
edible,bell,scaly,white,bruises,almond,8
poisonous,convex,smooth,brown,bruises,pungent,1
edible,flat,smooth,yellow,bruises,almond,2
edible,convex,scaly,brown,bruises,almond,9
edible,bell,smooth,yellow,bruises,anise,58
edible,flat,smooth,white,bruises,almond,2
edible,bell,scaly,yellow,bruises,anise,7
edible,bell,scaly,yellow,bruises,almond,32
edible,bell,smooth,yellow,bruises,almond,57
edible,flat,scaly,yellow,bruises,anise,1
edible,convex,smooth,white,no,none,762
edible,bell,scaly,yellow,bruises,almond,45
edible,convex,scaly,brown,bruises,almond,1
edible,bell,smooth,white,bruises,anise,56
edible,flat,scaly,brown,bruises,anise,1
edible,convex,smooth,white,bruises,anise,38
edible,convex,scaly,brown,bruises,anise,8
edible,flat,fibrous,grey,no,none,788
edible,convex,smooth,white,bruises,anise,1
edible,flat,fibrous,brown,no,none,1
edible,bell,scaly,yellow,bruises,almond,8
edible,bell,smooth,white,bruises,almond,53
edible,convex,smooth,white,bruises,almond,59
edible,bell,smooth,yellow,bruises,anise,9
edible,convex,scaly,yellow,bruises,almond,38
edible,convex,smooth,yellow,bruises,almond,1
edible,flat,fibrous,grey,no,none,709
edible,convex,scaly,yellow,bruises,almond,9
poisonous,convex,scaly,brown,bruises,pungent,9
edible,convex,scaly,brown,bruises,almond,1
edible,convex,smooth,yellow,bruises,anise,51
edible,bell,scaly,white,bruises,anise,41
edible,convex,scaly,yellow,bruises,almond,8
edible,sunken,fibrous,brown,no,none,1
edible,bell,scaly,yellow,bruises,anise,6
edible,convex,smooth,white,bruises,anise,7
edible,convex,smooth,white,bruises,almond,36
poisonous,convex,smooth,brown,bruises,pungent,1
edible,convex,fibrous,brown,no,none,2
edible,convex,scaly,yellow,bruises,anise,31
poisonous,convex,scaly,brown,bruises,pungent,8
edible,convex,scaly,yellow,bruises,anise,1
edible,bell,scaly,yellow,bruises,anise,9
edible,flat,scaly,brown,bruises,anise,1
edible,convex,scaly,white,bruises,almond,58
edible,convex,smooth,yellow,bruises,almond,38
poisonous,convex,scaly,brown,bruises,pungent,2
poisonous,convex,scaly,brown,bruises,pungent,9
edible,bell,scaly,yellow,bruises,anise,54
edible,convex,smooth,white,no,none,8
poisonous,convex,smooth,white,bruises,pungent,2
edible,convex,scaly,brown,bruises,anise,6
edible,bell,smooth,white,bruises,almond,47
edible,convex,scaly,yellow,bruises,almond,58
poisonous,convex,smooth,brown,bruises,pungent,1
edible,bell,scaly,yellow,bruises,anise,45
edible,bell,scaly,white,bruises,almond,46
edible,flat,scaly,yellow,bruises,anise,9
edible,bell,scaly,white,bruises,almond,6
edible,convex,scaly,yellow,bruises,almond,1
edible,bell,smooth,yellow,bruises,anise,8
edible,convex,smooth,yellow,bruises,anise,1
edible,bell,smooth,yellow,bruises,almond,41
edible,bell,smooth,yellow,bruises,almond,55
poisonous,convex,scaly,white,bruises,pungent,1
poisonous,convex,scaly,white,bruises,pungent,1
poisonous,convex,smooth,brown,bruises,pungent,1
edible,convex,smooth,white,bruises,almond,6
edible,convex,scaly,brown,bruises,almond,1
edible,convex,scaly,yellow,bruises,almond,1
edible,convex,smooth,white,bruises,almond,2
edible,bell,scaly,white,bruises,anise,43
edible,bell,smooth,yellow,bruises,anise,32
edible,convex,fibrous,grey,no,none,1
edible,bell,smooth,yellow,bruises,almond,9
edible,convex,smooth,white,bruises,anise,7
edible,convex,scaly,brown,bruises,almond,8
edible,convex,scaly,yellow,bruises,anise,9
edible,flat,fibrous,white,bruises,anise,1
edible,flat,fibrous,white,bruises,almond,1
edible,convex,smooth,white,bruises,anise,7
edible,flat,smooth,yellow,bruises,anise,1
edible,sunken,fibrous,grey,no,none,1
edible,flat,fibrous,yellow,bruises,almond,1
edible,convex,scaly,brown,bruises,anise,1
edible,convex,scaly,yellow,bruises,anise,6
edible,convex,scaly,yellow,bruises,anise,1
poisonous,convex,smooth,brown,bruises,pungent,2
edible,convex,smooth,yellow,bruises,anise,7
poisonous,convex,scaly,white,bruises,pungent,9
edible,convex,scaly,yellow,bruises,almond,6
edible,convex,scaly,white,bruises,almond,7
edible,flat,smooth,yellow,bruises,almond,2
poisonous,convex,scaly,brown,bruises,pungent,2
edible,bell,smooth,white,bruises,almond,7
edible,sunken,fibrous,grey,no,none,1
edible,convex,smooth,yellow,bruises,almond,51
edible,convex,fibrous,grey,no,none,9
edible,convex,scaly,yellow,bruises,almond,8
edible,bell,scaly,white,bruises,anise,6
edible,bell,smooth,yellow,bruises,anise,47
edible,convex,smooth,white,bruises,anise,1
edible,bell,smooth,white,bruises,anise,9
edible,flat,scaly,brown,bruises,almond,7
edible,sunken,fibrous,grey,no,none,1
edible,convex,fibrous,white,no,none,761
edible,sunken,fibrous,brown,no,none,2
edible,flat,scaly,brown,bruises,anise,8
edible,flat,smooth,yellow,bruises,anise,1
edible,bell,smooth,yellow,bruises,almond,7
edible,bell,smooth,yellow,bruises,almond,41
poisonous,convex,smooth,brown,bruises,pungent,1
edible,flat,scaly,brown,bruises,anise,1
edible,convex,smooth,yellow,bruises,almond,8
edible,flat,scaly,yellow,bruises,almond,8
edible,convex,scaly,white,bruises,almond,51
edible,convex,scaly,yellow,bruises,almond,6
edible,convex,scaly,yellow,bruises,anise,9
edible,flat,fibrous,brown,no,none,1
edible,flat,scaly,yellow,bruises,anise,1
edible,convex,fibrous,grey,no,none,1
edible,convex,smooth,yellow,bruises,anise,38
edible,flat,scaly,brown,bruises,almond,1
edible,convex,smooth,yellow,bruises,anise,56
edible,convex,scaly,yellow,bruises,almond,8
edible,convex,fibrous,brown,bruises,none,1
edible,convex,smooth,white,bruises,almond,7
edible,convex,scaly,white,bruises,almond,51
edible,convex,smooth,white,bruises,anise,36
edible,flat,scaly,yellow,bruises,anise,1
edible,bell,smooth,yellow,bruises,anise,58
edible,flat,fibrous,white,bruises,almond,1
edible,flat,smooth,grey,no,none,9
edible,convex,scaly,white,bruises,almond,50
edible,convex,scaly,white,bruises,anise,35
edible,flat,scaly,yellow,bruises,anise,6
edible,convex,smooth,white,bruises,almond,1
edible,convex,smooth,yellow,bruises,almond,8
edible,flat,scaly,yellow,bruises,almond,1
edible,convex,scaly,yellow,bruises,almond,1
edible,convex,smooth,yellow,bruises,anise,44
edible,convex,fibrous,brown,bruises,none,1
edible,flat,scaly,yellow,bruises,anise,1
edible,convex,smooth,white,bruises,almond,54
edible,bell,smooth,yellow,bruises,almond,6
edible,convex,smooth,yellow,bruises,anise,6
edible,convex,scaly,brown,bruises,anise,7
edible,bell,scaly,yellow,bruises,almond,51
edible,convex,smooth,white,bruises,anise,54
edible,convex,scaly,white,bruises,anise,6
edible,convex,smooth,yellow,bruises,anise,9
edible,flat,scaly,yellow,bruises,anise,1
edible,convex,fibrous,white,no,none,922
edible,convex,smooth,brown,no,none,8
edible,convex,smooth,white,no,none,9
edible,convex,smooth,yellow,bruises,anise,58
poisonous,flat,smooth,brown,bruises,pungent,9
edible,convex,fibrous,grey,no,none,8
poisonous,convex,smooth,brown,bruises,pungent,1
edible,bell,smooth,white,bruises,anise,31
edible,convex,fibrous,grey,no,none,726
edible,convex,smooth,white,bruises,anise,55
edible,flat,fibrous,grey,no,none,769
edible,convex,smooth,grey,no,none,8
edible,convex,smooth,white,bruises,almond,40
edible,convex,smooth,white,bruises,anise,9
edible,convex,scaly,grey,bruises,none,1
edible,flat,fibrous,brown,no,none,964
edible,convex,smooth,white,no,none,8
edible,flat,fibrous,brown,no,none,951
edible,convex,smooth,brown,no,none,726
edible,convex,scaly,yellow,bruises,anise,45
edible,convex,smooth,yellow,bruises,anise,2
edible,flat,fibrous,white,no,none,8
edible,convex,smooth,brown,no,none,561
edible,convex,smooth,grey,no,none,667
poisonous,convex,scaly,brown,bruises,pungent,9
edible,convex,fibrous,grey,no,none,1
edible,bell,smooth,white,bruises,almond,54
edible,convex,smooth,grey,no,none,630
edible,flat,fibrous,grey,no,none,9
poisonous,flat,smooth,brown,bruises,pungent,1
edible,convex,smooth,yellow,bruises,anise,8
edible,convex,fibrous,brown,no,none,1
edible,flat,smooth,white,no,none,9
edible,convex,scaly,yellow,bruises,almond,51
edible,convex,fibrous,brown,no,none,9
edible,flat,smooth,grey,no,none,646
edible,convex,scaly,red,bruises,none,1
edible,bell,scaly,yellow,bruises,almond,33
edible,convex,fibrous,white,no,none,7
poisonous,convex,smooth,white,bruises,pungent,7
edible,convex,fibrous,grey,no,none,7
edible,flat,fibrous,grey,bruises,none,2
edible,flat,fibrous,brown,no,none,637
edible,flat,fibrous,white,no,none,7
edible,bell,scaly,white,bruises,anise,8
edible,flat,fibrous,brown,no,none,949
poisonous,flat,scaly,brown,bruises,pungent,2
poisonous,convex,scaly,white,bruises,pungent,9
edible,bell,smooth,yellow,bruises,anise,7
edible,flat,smooth,grey,no,none,729
edible,convex,fibrous,grey,no,none,562
edible,flat,fibrous,brown,no,none,7
edible,bell,smooth,white,bruises,anise,8
poisonous,convex,smooth,white,bruises,pungent,1
edible,convex,scaly,brown,bruises,none,1
edible,flat,fibrous,white,bruises,anise,2
edible,convex,scaly,yellow,bruises,anise,51
edible,convex,fibrous,brown,no,none,708
edible,flat,fibrous,white,no,none,950
edible,convex,fibrous,brown,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,flat,smooth,grey,no,none,6
edible,flat,smooth,grey,no,none,7
poisonous,flat,smooth,brown,bruises,pungent,9
edible,convex,fibrous,brown,bruises,none,1
edible,convex,smooth,brown,no,none,7
edible,convex,fibrous,white,no,none,6
edible,flat,fibrous,brown,no,none,7
edible,convex,fibrous,brown,bruises,none,2
edible,flat,fibrous,brown,bruises,none,1
edible,convex,fibrous,grey,no,none,8
edible,flat,fibrous,brown,bruises,none,1
edible,convex,smooth,grey,no,none,9
edible,bell,scaly,white,bruises,anise,44
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,yellow,bruises,anise,7
edible,flat,fibrous,grey,no,none,923
edible,flat,fibrous,brown,bruises,none,1
edible,convex,smooth,yellow,bruises,anise,8
edible,flat,fibrous,grey,no,none,6
edible,convex,fibrous,brown,no,none,9
poisonous,convex,smooth,white,bruises,pungent,9
edible,convex,fibrous,white,no,none,9
edible,flat,fibrous,white,no,none,610
edible,convex,smooth,white,no,none,571
edible,convex,smooth,grey,no,none,608
edible,convex,scaly,yellow,bruises,anise,30
edible,convex,smooth,yellow,bruises,anise,36
edible,convex,smooth,grey,no,none,692
edible,convex,smooth,brown,no,none,6
edible,flat,fibrous,brown,no,none,1
edible,flat,smooth,white,no,none,8
edible,flat,smooth,white,no,none,613
edible,convex,scaly,yellow,bruises,anise,8
edible,flat,smooth,white,bruises,almond,1
edible,bell,smooth,white,bruises,anise,33
poisonous,flat,scaly,white,bruises,pungent,2
edible,convex,fibrous,grey,bruises,none,1
edible,flat,scaly,brown,bruises,anise,1
edible,flat,smooth,brown,no,none,6
poisonous,convex,smooth,white,bruises,pungent,2
edible,convex,scaly,brown,bruises,anise,1
edible,convex,smooth,grey,no,none,880
edible,convex,smooth,white,no,none,959
edible,flat,fibrous,white,no,none,9
edible,convex,fibrous,brown,no,none,614
edible,convex,smooth,white,bruises,anise,6
edible,convex,scaly,white,bruises,almond,9
edible,convex,smooth,white,no,none,6
edible,flat,scaly,yellow,bruises,almond,8
edible,flat,smooth,brown,no,none,7
edible,flat,fibrous,grey,no,none,9
edible,flat,fibrous,yellow,bruises,almond,2
edible,flat,scaly,brown,bruises,anise,6
edible,convex,fibrous,brown,bruises,none,1
poisonous,flat,smooth,brown,bruises,pungent,9
edible,convex,fibrous,brown,bruises,none,2
edible,flat,fibrous,brown,no,none,685
edible,bell,smooth,yellow,bruises,almond,44
edible,bell,scaly,white,bruises,almond,48
edible,convex,scaly,white,bruises,almond,8
poisonous,flat,scaly,white,bruises,pungent,1
poisonous,flat,scaly,white,bruises,pungent,9
edible,convex,fibrous,brown,no,none,1
edible,flat,smooth,yellow,bruises,anise,2
edible,convex,scaly,yellow,bruises,anise,56
edible,convex,smooth,white,no,none,874
edible,convex,fibrous,grey,bruises,none,1
poisonous,convex,scaly,brown,bruises,pungent,1
edible,convex,fibrous,grey,no,none,8
edible,flat,fibrous,brown,no,none,7
edible,convex,smooth,white,no,none,8
edible,flat,fibrous,white,no,none,712
edible,convex,scaly,yellow,bruises,almond,7
edible,flat,fibrous,yellow,bruises,almond,2
edible,convex,fibrous,grey,no,none,1
poisonous,convex,smooth,brown,bruises,pungent,7
edible,convex,scaly,yellow,bruises,almond,1
edible,flat,scaly,brown,bruises,almond,7
edible,convex,fibrous,white,no,none,850
edible,convex,scaly,brown,bruises,none,2
edible,convex,smooth,grey,no,none,568
edible,convex,smooth,white,bruises,almond,7
edible,convex,fibrous,grey,no,none,9
poisonous,flat,scaly,brown,bruises,pungent,9
edible,convex,fibrous,brown,bruises,none,2
edible,convex,fibrous,grey,no,none,526
edible,convex,fibrous,red,bruises,none,2
edible,convex,fibrous,brown,bruises,none,1
edible,convex,fibrous,grey,no,none,614
edible,convex,scaly,yellow,bruises,anise,9
edible,convex,fibrous,brown,no,none,9
edible,bell,smooth,yellow,bruises,anise,9
edible,convex,fibrous,white,bruises,anise,1
edible,flat,smooth,grey,no,none,7
edible,convex,scaly,yellow,bruises,anise,38
edible,convex,fibrous,brown,no,none,8
edible,flat,smooth,white,no,none,903
edible,convex,smooth,yellow,bruises,anise,1
edible,convex,smooth,grey,no,none,8
edible,convex,fibrous,grey,no,none,6
poisonous,flat,scaly,white,bruises,pungent,8
edible,flat,fibrous,yellow,bruises,anise,1
edible,convex,scaly,white,bruises,almond,6
edible,flat,fibrous,white,no,none,762
edible,convex,fibrous,brown,bruises,none,1
edible,convex,scaly,brown,bruises,anise,9
edible,convex,smooth,white,no,none,717
poisonous,flat,scaly,white,bruises,pungent,2
edible,convex,smooth,yellow,bruises,almond,6
edible,convex,fibrous,grey,bruises,none,1
edible,flat,scaly,yellow,bruises,anise,7
edible,flat,smooth,grey,no,none,921
edible,flat,fibrous,brown,no,none,1
poisonous,flat,scaly,white,bruises,pungent,1
edible,flat,fibrous,grey,no,none,9
edible,convex,scaly,brown,bruises,anise,9
edible,flat,fibrous,white,no,none,530
poisonous,flat,scaly,brown,bruises,pungent,2
edible,bell,smooth,yellow,bruises,anise,56
edible,flat,fibrous,grey,no,none,7
edible,bell,smooth,white,bruises,anise,43
edible,flat,fibrous,grey,no,none,8
edible,bell,scaly,white,bruises,anise,51
edible,convex,scaly,white,bruises,anise,43
poisonous,flat,scaly,brown,bruises,pungent,2
edible,convex,scaly,yellow,bruises,anise,7
